report;sys_time;sim_state;net_op_name;net_type;rssi
961;20241031004010;READY;Simulated Carrier;LTE;-87.4
962;20241031004020;READY;Simulated Carrier;LTE;-91.8
963;20241031004030;READY;Simulated Carrier;LTE;-89.9
964;20241031004040;READY;Simulated Carrier;LTE;-92.9
965;20241031004050;READY;Simulated Carrier;LTE;-86.7
966;20241031004100;READY;Simulated Carrier;LTE;-95.1
967;20241031004110;READY;Simulated Carrier;LTE;-85.2
968;20241031004120;READY;Simulated Carrier;LTE;-92.6
969;20241031004130;READY;Simulated Carrier;LTE;-98.3
970;20241031004140;READY;Simulated Carrier;LTE;-92.1
971;20241031004150;READY;Simulated Carrier;LTE;-95.3
972;20241031004200;READY;Simulated Carrier;LTE;-89.1
973;20241031004210;READY;Simulated Carrier;LTE;-95.2
974;20241031004220;READY;Simulated Carrier;LTE;-94.4
975;20241031004230;READY;Simulated Carrier;LTE;-100.2
976;20241031004240;READY;Simulated Carrier;LTE;-94.6
977;20241031004250;READY;Simulated Carrier;LTE;-102.4
978;20241031004300;READY;Simulated Carrier;LTE;-99.1
979;20241031004310;READY;Simulated Carrier;LTE;-89.8
980;20241031004320;READY;Simulated Carrier;LTE;-89.7
981;20241031004330;READY;Simulated Carrier;LTE;-91.2
982;20241031004340;READY;Simulated Carrier;LTE;-96.8
983;20241031004350;READY;Simulated Carrier;LTE;-93.1
984;20241031004400;READY;Simulated Carrier;LTE;-93.0
985;20241031004410;READY;Simulated Carrier;LTE;-97.7
986;20241031004420;READY;Simulated Carrier;LTE;-87.0
987;20241031004430;READY;Simulated Carrier;LTE;-89.3
988;20241031004440;READY;Simulated Carrier;LTE;-93.7
989;20241031004450;READY;Simulated Carrier;LTE;-92.6
990;20241031004500;READY;Simulated Carrier;LTE;-92.0
991;20241031004510;READY;Simulated Carrier;LTE;-101.0
992;20241031004520;READY;Simulated Carrier;LTE;-94.0
993;20241031004530;READY;Simulated Carrier;LTE;-95.8
994;20241031004540;READY;Simulated Carrier;LTE;-97.2
995;20241031004550;READY;Simulated Carrier;LTE;-94.2
996;20241031004600;READY;Simulated Carrier;LTE;-85.8
997;20241031004610;READY;Simulated Carrier;LTE;-90.4
998;20241031004620;READY;Simulated Carrier;LTE;-95.4
999;20241031004630;READY;Simulated Carrier;LTE;-90.8
1000;20241031004640;READY;Simulated Carrier;LTE;-87.5
1001;20241031004650;READY;Simulated Carrier;LTE;-89.4
1002;20241031004700;READY;Simulated Carrier;LTE;-93.0
1003;20241031004710;READY;Simulated Carrier;LTE;-95.9
1004;20241031004720;READY;Simulated Carrier;LTE;-90.6
1005;20241031004730;READY;Simulated Carrier;LTE;-91.7
1006;20241031004740;READY;Simulated Carrier;LTE;-89.9
1007;20241031004750;READY;Simulated Carrier;LTE;-91.0
1008;20241031004800;READY;Simulated Carrier;LTE;-89.3
1009;20241031004810;READY;Simulated Carrier;LTE;-95.6
1010;20241031004820;READY;Simulated Carrier;LTE;-88.1
1011;20241031004830;READY;Simulated Carrier;LTE;-92.5
1012;20241031004840;READY;Simulated Carrier;LTE;-85.1
1013;20241031004850;READY;Simulated Carrier;LTE;-96.3
1014;20241031004900;READY;Simulated Carrier;LTE;-86.7
1015;20241031004910;READY;Simulated Carrier;LTE;-92.7
1016;20241031004920;READY;Simulated Carrier;LTE;-96.0
1017;20241031004930;READY;Simulated Carrier;LTE;-95.3
1018;20241031004940;READY;Simulated Carrier;LTE;-94.6
1019;20241031004950;READY;Simulated Carrier;LTE;-91.5
1020;20241031005000;READY;Simulated Carrier;LTE;-91.2
1021;20241031005010;READY;Simulated Carrier;LTE;-95.6
1022;20241031005020;READY;Simulated Carrier;LTE;-93.2
1023;20241031005030;READY;Simulated Carrier;LTE;-84.7
1024;20241031005040;READY;Simulated Carrier;LTE;-86.2
1025;20241031005050;READY;Simulated Carrier;LTE;-91.4
1026;20241031005100;READY;Simulated Carrier;LTE;-92.8
1027;20241031005110;READY;Simulated Carrier;LTE;-92.6
1028;20241031005120;READY;Simulated Carrier;LTE;-90.6
1029;20241031005130;READY;Simulated Carrier;LTE;-97.2
1030;20241031005140;READY;Simulated Carrier;LTE;-94.3
1031;20241031005150;READY;Simulated Carrier;LTE;-99.9
1032;20241031005200;READY;Simulated Carrier;LTE;-91.5
1033;20241031005210;READY;Simulated Carrier;LTE;-90.6
1034;20241031005220;READY;Simulated Carrier;LTE;-95.3
1035;20241031005230;READY;Simulated Carrier;LTE;-87.1
1036;20241031005240;READY;Simulated Carrier;LTE;-98.3
1037;20241031005250;READY;Simulated Carrier;LTE;-99.2
1038;20241031005300;READY;Simulated Carrier;LTE;-92.3
1039;20241031005310;READY;Simulated Carrier;LTE;-89.1
1040;20241031005320;READY;Simulated Carrier;LTE;-86.3
1041;20241031005330;READY;Simulated Carrier;LTE;-94.9
1042;20241031005340;READY;Simulated Carrier;LTE;-88.8
1043;20241031005350;READY;Simulated Carrier;LTE;-93.4
1044;20241031005400;READY;Simulated Carrier;LTE;-94.0
1045;20241031005410;READY;Simulated Carrier;LTE;-89.8
1046;20241031005420;READY;Simulated Carrier;LTE;-90.6
1047;20241031005430;READY;Simulated Carrier;LTE;-99.5
1048;20241031005440;READY;Simulated Carrier;LTE;-87.4
1049;20241031005450;READY;Simulated Carrier;LTE;-87.7
1050;20241031005500;READY;Simulated Carrier;LTE;-95.7
1051;20241031005510;READY;Simulated Carrier;LTE;-91.5
1052;20241031005520;READY;Simulated Carrier;LTE;-91.0
1053;20241031005530;READY;Simulated Carrier;LTE;-91.8
1054;20241031005540;READY;Simulated Carrier;LTE;-95.1
1055;20241031005550;READY;Simulated Carrier;LTE;-95.5
1056;20241031005600;READY;Simulated Carrier;LTE;-92.8
1057;20241031005610;READY;Simulated Carrier;LTE;-88.1
1058;20241031005620;READY;Simulated Carrier;LTE;-90.7
1059;20241031005630;READY;Simulated Carrier;LTE;-94.4
1060;20241031005640;READY;Simulated Carrier;LTE;-89.8
1061;20241031005650;READY;Simulated Carrier;LTE;-104.2
1062;20241031005700;READY;Simulated Carrier;LTE;-88.3
1063;20241031005710;READY;Simulated Carrier;LTE;-100.0
1064;20241031005720;READY;Simulated Carrier;LTE;-94.6
1065;20241031005730;READY;Simulated Carrier;LTE;-97.5
1066;20241031005740;READY;Simulated Carrier;LTE;-98.2
1067;20241031005750;READY;Simulated Carrier;LTE;-88.3
1068;20241031005800;READY;Simulated Carrier;LTE;-94.8
1069;20241031005810;READY;Simulated Carrier;LTE;-91.7
1070;20241031005820;READY;Simulated Carrier;LTE;-93.2
1071;20241031005830;READY;Simulated Carrier;LTE;-91.2
1072;20241031005840;READY;Simulated Carrier;LTE;-92.6
1073;20241031005850;READY;Simulated Carrier;LTE;-98.0
1074;20241031005900;READY;Simulated Carrier;LTE;-88.9
1075;20241031005910;READY;Simulated Carrier;LTE;-94.9
1076;20241031005920;READY;Simulated Carrier;LTE;-99.2
1077;20241031005930;READY;Simulated Carrier;LTE;-94.7
1078;20241031005940;READY;Simulated Carrier;LTE;-86.9
1079;20241031005950;READY;Simulated Carrier;LTE;-89.5
1080;20241031010000;READY;Simulated Carrier;LTE;-94.3
1081;20241031010010;READY;Simulated Carrier;LTE;-94.2
1082;20241031010020;READY;Simulated Carrier;LTE;-94.0
1083;20241031010030;READY;Simulated Carrier;LTE;-84.4
1084;20241031010040;READY;Simulated Carrier;LTE;-91.2
1085;20241031010050;READY;Simulated Carrier;LTE;-91.0
1086;20241031010100;READY;Simulated Carrier;LTE;-88.5
1087;20241031010110;READY;Simulated Carrier;LTE;-91.9
1088;20241031010120;READY;Simulated Carrier;LTE;-93.7
1089;20241031010130;READY;Simulated Carrier;LTE;-93.3
1090;20241031010140;READY;Simulated Carrier;LTE;-92.9
1091;20241031010150;READY;Simulated Carrier;LTE;-92.8
1092;20241031010200;READY;Simulated Carrier;LTE;-89.7
1093;20241031010210;READY;Simulated Carrier;LTE;-92.4
1094;20241031010220;READY;Simulated Carrier;LTE;-89.7
1095;20241031010230;READY;Simulated Carrier;LTE;-92.9
1096;20241031010240;READY;Simulated Carrier;LTE;-92.2
1097;20241031010250;READY;Simulated Carrier;LTE;-100.4
1098;20241031010300;READY;Simulated Carrier;LTE;-88.7
1099;20241031010310;READY;Simulated Carrier;LTE;-91.0
1100;20241031010320;READY;Simulated Carrier;LTE;-88.3
1101;20241031010330;READY;Simulated Carrier;LTE;-103.7
1102;20241031010340;READY;Simulated Carrier;LTE;-83.5
1103;20241031010350;READY;Simulated Carrier;LTE;-92.5
1104;20241031010400;READY;Simulated Carrier;LTE;-87.5
1105;20241031010410;READY;Simulated Carrier;LTE;-96.3
1106;20241031010420;READY;Simulated Carrier;LTE;-89.6
1107;20241031010430;READY;Simulated Carrier;LTE;-96.3
1108;20241031010440;READY;Simulated Carrier;LTE;-94.4
1109;20241031010450;READY;Simulated Carrier;LTE;-84.3
1110;20241031010500;READY;Simulated Carrier;LTE;-92.9
1111;20241031010510;READY;Simulated Carrier;LTE;-91.3
1112;20241031010520;READY;Simulated Carrier;LTE;-88.9
1113;20241031010530;READY;Simulated Carrier;LTE;-90.4
1114;20241031010540;READY;Simulated Carrier;LTE;-91.9
1115;20241031010550;READY;Simulated Carrier;LTE;-91.1
1116;20241031010600;READY;Simulated Carrier;LTE;-83.1
1117;20241031010610;READY;Simulated Carrier;LTE;-93.0
1118;20241031010620;READY;Simulated Carrier;LTE;-91.8
1119;20241031010630;READY;Simulated Carrier;LTE;-88.4
1120;20241031010640;READY;Simulated Carrier;LTE;-88.2
1121;20241031010650;READY;Simulated Carrier;LTE;-87.9
1122;20241031010700;READY;Simulated Carrier;LTE;-90.1
1123;20241031010710;READY;Simulated Carrier;LTE;-97.2
1124;20241031010720;READY;Simulated Carrier;LTE;-86.2
1125;20241031010730;READY;Simulated Carrier;LTE;-97.3
1126;20241031010740;READY;Simulated Carrier;LTE;-91.8
1127;20241031010750;READY;Simulated Carrier;LTE;-96.0
1128;20241031010800;READY;Simulated Carrier;LTE;-93.3
1129;20241031010810;READY;Simulated Carrier;LTE;-91.7
1130;20241031010820;READY;Simulated Carrier;LTE;-91.7
1131;20241031010830;READY;Simulated Carrier;LTE;-91.5
1132;20241031010840;READY;Simulated Carrier;LTE;-86.8
1133;20241031010850;READY;Simulated Carrier;LTE;-91.4
1134;20241031010900;READY;Simulated Carrier;LTE;-94.2
1135;20241031010910;READY;Simulated Carrier;LTE;-89.4
1136;20241031010920;READY;Simulated Carrier;LTE;-88.6
1137;20241031010930;READY;Simulated Carrier;LTE;-98.2
1138;20241031010940;READY;Simulated Carrier;LTE;-90.9
1139;20241031010950;READY;Simulated Carrier;LTE;-90.5
1140;20241031011000;READY;Simulated Carrier;LTE;-94.3
1141;20241031011010;READY;Simulated Carrier;LTE;-87.8
1142;20241031011020;READY;Simulated Carrier;LTE;-94.0
1143;20241031011030;READY;Simulated Carrier;LTE;-92.9
1144;20241031011040;READY;Simulated Carrier;LTE;-94.1
1145;20241031011050;READY;Simulated Carrier;LTE;-93.4
1146;20241031011100;READY;Simulated Carrier;LTE;-97.9
1147;20241031011110;READY;Simulated Carrier;LTE;-99.3
1148;20241031011120;READY;Simulated Carrier;LTE;-87.0
1149;20241031011130;READY;Simulated Carrier;LTE;-96.7
1150;20241031011140;READY;Simulated Carrier;LTE;-97.2
1151;20241031011150;READY;Simulated Carrier;LTE;-102.0
1152;20241031011200;READY;Simulated Carrier;LTE;-96.1
1153;20241031011210;READY;Simulated Carrier;LTE;-99.1
1154;20241031011220;READY;Simulated Carrier;LTE;-87.3
1155;20241031011230;READY;Simulated Carrier;LTE;-89.7
1156;20241031011240;READY;Simulated Carrier;LTE;-96.5
1157;20241031011250;READY;Simulated Carrier;LTE;-84.7
1158;20241031011300;READY;Simulated Carrier;LTE;-89.8
1159;20241031011310;READY;Simulated Carrier;LTE;-95.1
1160;20241031011320;READY;Simulated Carrier;LTE;-103.8
1161;20241031011330;READY;Simulated Carrier;LTE;-84.6
1162;20241031011340;READY;Simulated Carrier;LTE;-99.4
1163;20241031011350;READY;Simulated Carrier;LTE;-100.4
1164;20241031011400;READY;Simulated Carrier;LTE;-89.7
1165;20241031011410;READY;Simulated Carrier;LTE;-84.0
1166;20241031011420;READY;Simulated Carrier;LTE;-88.2
1167;20241031011430;READY;Simulated Carrier;LTE;-91.2
1168;20241031011440;READY;Simulated Carrier;LTE;-91.1
1169;20241031011450;READY;Simulated Carrier;LTE;-90.0
1170;20241031011500;READY;Simulated Carrier;LTE;-90.5
1171;20241031011510;READY;Simulated Carrier;LTE;-92.3
1172;20241031011520;READY;Simulated Carrier;LTE;-93.0
1173;20241031011530;READY;Simulated Carrier;LTE;-93.7
1174;20241031011540;READY;Simulated Carrier;LTE;-96.5
1175;20241031011550;READY;Simulated Carrier;LTE;-94.6
1176;20241031011600;READY;Simulated Carrier;LTE;-100.1
1177;20241031011610;READY;Simulated Carrier;LTE;-93.7
1178;20241031011620;READY;Simulated Carrier;LTE;-97.2
1179;20241031011630;READY;Simulated Carrier;LTE;-97.6
1180;20241031011640;READY;Simulated Carrier;LTE;-92.4
1181;20241031011650;READY;Simulated Carrier;LTE;-87.6
1182;20241031011700;READY;Simulated Carrier;LTE;-89.5
1183;20241031011710;READY;Simulated Carrier;LTE;-99.5
1184;20241031011720;READY;Simulated Carrier;LTE;-97.2
1185;20241031011730;READY;Simulated Carrier;LTE;-89.6
1186;20241031011740;READY;Simulated Carrier;LTE;-97.3
1187;20241031011750;READY;Simulated Carrier;LTE;-94.2
1188;20241031011800;READY;Simulated Carrier;LTE;-91.2
1189;20241031011810;READY;Simulated Carrier;LTE;-97.2
1190;20241031011820;READY;Simulated Carrier;LTE;-92.8
1191;20241031011830;READY;Simulated Carrier;LTE;-98.7
1192;20241031011840;READY;Simulated Carrier;LTE;-95.9
1193;20241031011850;READY;Simulated Carrier;LTE;-92.2
1194;20241031011900;READY;Simulated Carrier;LTE;-99.9
1195;20241031011910;READY;Simulated Carrier;LTE;-91.8
1196;20241031011920;READY;Simulated Carrier;LTE;-93.6
1197;20241031011930;READY;Simulated Carrier;LTE;-91.6
1198;20241031011940;READY;Simulated Carrier;LTE;-92.9
1199;20241031011950;READY;Simulated Carrier;LTE;-88.4
1200;20241031012000;READY;Simulated Carrier;LTE;-93.3
1201;20241031012010;READY;Simulated Carrier;LTE;-95.6
1202;20241031012020;READY;Simulated Carrier;LTE;-93.2
1203;20241031012030;READY;Simulated Carrier;LTE;-91.7
1204;20241031012040;READY;Simulated Carrier;LTE;-93.5
1205;20241031012050;READY;Simulated Carrier;LTE;-93.6
1206;20241031012100;READY;Simulated Carrier;LTE;-96.5
1207;20241031012110;READY;Simulated Carrier;LTE;-96.3
1208;20241031012120;READY;Simulated Carrier;LTE;-99.2
1209;20241031012130;READY;Simulated Carrier;LTE;-86.6
1210;20241031012140;READY;Simulated Carrier;LTE;-98.7
1211;20241031012150;READY;Simulated Carrier;LTE;-96.3
1212;20241031012200;READY;Simulated Carrier;LTE;-96.4
1213;20241031012210;READY;Simulated Carrier;LTE;-90.0
1214;20241031012220;READY;Simulated Carrier;LTE;-94.6
1215;20241031012230;READY;Simulated Carrier;LTE;-88.5
1216;20241031012240;READY;Simulated Carrier;LTE;-96.2
1217;20241031012250;READY;Simulated Carrier;LTE;-92.4
1218;20241031012300;READY;Simulated Carrier;LTE;-96.9
1219;20241031012310;READY;Simulated Carrier;LTE;-84.9
1220;20241031012320;READY;Simulated Carrier;LTE;-98.4
1221;20241031012330;READY;Simulated Carrier;LTE;-92.5
1222;20241031012340;READY;Simulated Carrier;LTE;-91.1
1223;20241031012350;READY;Simulated Carrier;LTE;-91.9
1224;20241031012400;READY;Simulated Carrier;LTE;-94.3
1225;20241031012410;READY;Simulated Carrier;LTE;-94.0
1226;20241031012420;READY;Simulated Carrier;LTE;-93.4
1227;20241031012430;READY;Simulated Carrier;LTE;-94.0
1228;20241031012440;READY;Simulated Carrier;LTE;-89.6
1229;20241031012450;READY;Simulated Carrier;LTE;-84.6
1230;20241031012500;READY;Simulated Carrier;LTE;-95.5
1231;20241031012510;READY;Simulated Carrier;LTE;-98.8
1232;20241031012520;READY;Simulated Carrier;LTE;-93.6
1233;20241031012530;READY;Simulated Carrier;LTE;-83.0
1234;20241031012540;READY;Simulated Carrier;LTE;-96.4
1235;20241031012550;READY;Simulated Carrier;LTE;-86.7
1236;20241031012600;READY;Simulated Carrier;LTE;-86.6
1237;20241031012610;READY;Simulated Carrier;LTE;-95.7
1238;20241031012620;READY;Simulated Carrier;LTE;-91.2
1239;20241031012630;READY;Simulated Carrier;LTE;-87.1
1240;20241031012640;READY;Simulated Carrier;LTE;-95.2
1241;20241031012650;READY;Simulated Carrier;LTE;-94.5
1242;20241031012700;READY;Simulated Carrier;LTE;-95.9
1243;20241031012710;READY;Simulated Carrier;LTE;-97.6
1244;20241031012720;READY;Simulated Carrier;LTE;-96.1
1245;20241031012730;READY;Simulated Carrier;LTE;-98.5
1246;20241031012740;READY;Simulated Carrier;LTE;-93.6
1247;20241031012750;READY;Simulated Carrier;LTE;-96.6
1248;20241031012800;READY;Simulated Carrier;LTE;-92.7
1249;20241031012810;READY;Simulated Carrier;LTE;-99.7
1250;20241031012820;READY;Simulated Carrier;LTE;-92.2
1251;20241031012830;READY;Simulated Carrier;LTE;-90.1
1252;20241031012840;READY;Simulated Carrier;LTE;-101.3
1253;20241031012850;READY;Simulated Carrier;LTE;-91.7
1254;20241031012900;READY;Simulated Carrier;LTE;-88.3
1255;20241031012910;READY;Simulated Carrier;LTE;-98.1
1256;20241031012920;READY;Simulated Carrier;LTE;-86.6
1257;20241031012930;READY;Simulated Carrier;LTE;-91.6
1258;20241031012940;READY;Simulated Carrier;LTE;-96.0
1259;20241031012950;READY;Simulated Carrier;LTE;-93.4
1260;20241031013000;READY;Simulated Carrier;LTE;-90.9
1261;20241031013010;READY;Simulated Carrier;LTE;-92.6
1262;20241031013020;READY;Simulated Carrier;LTE;-90.8
1263;20241031013030;READY;Simulated Carrier;LTE;-96.6
1264;20241031013040;READY;Simulated Carrier;LTE;-92.4
1265;20241031013050;READY;Simulated Carrier;LTE;-99.0
1266;20241031013100;READY;Simulated Carrier;LTE;-93.7
1267;20241031013110;READY;Simulated Carrier;LTE;-96.9
1268;20241031013120;READY;Simulated Carrier;LTE;-96.3
1269;20241031013130;READY;Simulated Carrier;LTE;-88.4
1270;20241031013140;READY;Simulated Carrier;LTE;-88.9
1271;20241031013150;READY;Simulated Carrier;LTE;-90.8
1272;20241031013200;READY;Simulated Carrier;LTE;-97.5
1273;20241031013210;READY;Simulated Carrier;LTE;-94.5
1274;20241031013220;READY;Simulated Carrier;LTE;-88.3
1275;20241031013230;READY;Simulated Carrier;LTE;-92.6
1276;20241031013240;READY;Simulated Carrier;LTE;-83.8
1277;20241031013250;READY;Simulated Carrier;LTE;-91.6
1278;20241031013300;READY;Simulated Carrier;LTE;-92.5
1279;20241031013310;READY;Simulated Carrier;LTE;-94.5
1280;20241031013320;READY;Simulated Carrier;LTE;-92.7
1281;20241031013330;READY;Simulated Carrier;LTE;-93.8
1282;20241031013340;READY;Simulated Carrier;LTE;-90.4
1283;20241031013350;READY;Simulated Carrier;LTE;-89.6
1284;20241031013400;READY;Simulated Carrier;LTE;-96.6
1285;20241031013410;READY;Simulated Carrier;LTE;-98.7
1286;20241031013420;READY;Simulated Carrier;LTE;-100.7
1287;20241031013430;READY;Simulated Carrier;LTE;-91.4
1288;20241031013440;READY;Simulated Carrier;LTE;-97.7
1289;20241031013450;READY;Simulated Carrier;LTE;-102.0
1290;20241031013500;READY;Simulated Carrier;LTE;-92.0
1291;20241031013510;READY;Simulated Carrier;LTE;-83.6
1292;20241031013520;READY;Simulated Carrier;LTE;-93.6
1293;20241031013530;READY;Simulated Carrier;LTE;-90.3
1294;20241031013540;READY;Simulated Carrier;LTE;-93.4
1295;20241031013550;READY;Simulated Carrier;LTE;-94.1
1296;20241031013600;READY;Simulated Carrier;LTE;-90.0
1297;20241031013610;READY;Simulated Carrier;LTE;-94.8
1298;20241031013620;READY;Simulated Carrier;LTE;-92.4
1299;20241031013630;READY;Simulated Carrier;LTE;-92.2
1300;20241031013640;READY;Simulated Carrier;LTE;-96.1
1301;20241031013650;READY;Simulated Carrier;LTE;-89.5
1302;20241031013700;READY;Simulated Carrier;LTE;-94.3
1303;20241031013710;READY;Simulated Carrier;LTE;-96.7
1304;20241031013720;READY;Simulated Carrier;LTE;-91.6
1305;20241031013730;READY;Simulated Carrier;LTE;-97.3
1306;20241031013740;READY;Simulated Carrier;LTE;-93.3
1307;20241031013750;READY;Simulated Carrier;LTE;-93.5
1308;20241031013800;READY;Simulated Carrier;LTE;-89.2
1309;20241031013810;READY;Simulated Carrier;LTE;-91.7
1310;20241031013820;READY;Simulated Carrier;LTE;-93.6
1311;20241031013830;READY;Simulated Carrier;LTE;-90.2
1312;20241031013840;READY;Simulated Carrier;LTE;-87.8
1313;20241031013850;READY;Simulated Carrier;LTE;-91.4
1314;20241031013900;READY;Simulated Carrier;LTE;-93.8
1315;20241031013910;READY;Simulated Carrier;LTE;-99.1
1316;20241031013920;READY;Simulated Carrier;LTE;-98.0
1317;20241031013930;READY;Simulated Carrier;LTE;-95.2
1318;20241031013940;READY;Simulated Carrier;LTE;-96.7
1319;20241031013950;READY;Simulated Carrier;LTE;-94.9
1320;20241031014000;READY;Simulated Carrier;LTE;-93.9
1321;20241031014010;READY;Simulated Carrier;LTE;-92.1
1322;20241031014020;READY;Simulated Carrier;LTE;-94.6
1323;20241031014030;READY;Simulated Carrier;LTE;-92.5
1324;20241031014040;READY;Simulated Carrier;LTE;-94.2
1325;20241031014050;READY;Simulated Carrier;LTE;-102.4
1326;20241031014100;READY;Simulated Carrier;LTE;-98.2
1327;20241031014110;READY;Simulated Carrier;LTE;-95.3
1328;20241031014120;READY;Simulated Carrier;LTE;-99.7
1329;20241031014130;READY;Simulated Carrier;LTE;-92.5
1330;20241031014140;READY;Simulated Carrier;LTE;-88.8
1331;20241031014150;READY;Simulated Carrier;LTE;-90.1
1332;20241031014200;READY;Simulated Carrier;LTE;-95.8
1333;20241031014210;READY;Simulated Carrier;LTE;-89.2
1334;20241031014220;READY;Simulated Carrier;LTE;-94.5
1335;20241031014230;READY;Simulated Carrier;LTE;-96.4
1336;20241031014240;READY;Simulated Carrier;LTE;-97.3
1337;20241031014250;READY;Simulated Carrier;LTE;-96.1
1338;20241031014300;READY;Simulated Carrier;LTE;-96.5
1339;20241031014310;READY;Simulated Carrier;LTE;-94.4
1340;20241031014320;READY;Simulated Carrier;LTE;-94.7
1341;20241031014330;READY;Simulated Carrier;LTE;-95.2
1342;20241031014340;READY;Simulated Carrier;LTE;-93.5
1343;20241031014350;READY;Simulated Carrier;LTE;-90.4
1344;20241031014400;READY;Simulated Carrier;LTE;-91.5
1345;20241031014410;READY;Simulated Carrier;LTE;-101.1
1346;20241031014420;READY;Simulated Carrier;LTE;-105.2
1347;20241031014430;READY;Simulated Carrier;LTE;-91.2
1348;20241031014440;READY;Simulated Carrier;LTE;-100.4
1349;20241031014450;READY;Simulated Carrier;LTE;-95.8
1350;20241031014500;READY;Simulated Carrier;LTE;-99.8
1351;20241031014510;READY;Simulated Carrier;LTE;-102.2
1352;20241031014520;READY;Simulated Carrier;LTE;-92.9
1353;20241031014530;READY;Simulated Carrier;LTE;-91.9
1354;20241031014540;READY;Simulated Carrier;LTE;-97.4
1355;20241031014550;READY;Simulated Carrier;LTE;-105.6
1356;20241031014600;READY;Simulated Carrier;LTE;-97.3
1357;20241031014610;READY;Simulated Carrier;LTE;-93.6
1358;20241031014620;READY;Simulated Carrier;LTE;-100.9
1359;20241031014630;READY;Simulated Carrier;LTE;-94.3
1360;20241031014640;READY;Simulated Carrier;LTE;-95.3
1361;20241031014650;READY;Simulated Carrier;LTE;-92.8
1362;20241031014700;READY;Simulated Carrier;LTE;-94.7
1363;20241031014710;READY;Simulated Carrier;LTE;-99.0
1364;20241031014720;READY;Simulated Carrier;LTE;-90.3
1365;20241031014730;READY;Simulated Carrier;LTE;-95.9
1366;20241031014740;READY;Simulated Carrier;LTE;-95.3
1367;20241031014750;READY;Simulated Carrier;LTE;-98.7
1368;20241031014800;READY;Simulated Carrier;LTE;-96.7
1369;20241031014810;READY;Simulated Carrier;LTE;-98.5
1370;20241031014820;READY;Simulated Carrier;LTE;-95.5
1371;20241031014830;READY;Simulated Carrier;LTE;-88.0
1372;20241031014840;READY;Simulated Carrier;LTE;-100.3
1373;20241031014850;READY;Simulated Carrier;LTE;-101.4
1374;20241031014900;READY;Simulated Carrier;LTE;-89.0
1375;20241031014910;READY;Simulated Carrier;LTE;-95.6
1376;20241031014920;READY;Simulated Carrier;LTE;-97.6
1377;20241031014930;READY;Simulated Carrier;LTE;-90.6
1378;20241031014940;READY;Simulated Carrier;LTE;-97.2
1379;20241031014950;READY;Simulated Carrier;LTE;-87.5
1380;20241031015000;READY;Simulated Carrier;LTE;-92.0
1381;20241031015010;READY;Simulated Carrier;LTE;-96.7
1382;20241031015020;READY;Simulated Carrier;LTE;-86.1
1383;20241031015030;READY;Simulated Carrier;LTE;-97.1
1384;20241031015040;READY;Simulated Carrier;LTE;-91.8
1385;20241031015050;READY;Simulated Carrier;LTE;-93.5
1386;20241031015100;READY;Simulated Carrier;LTE;-89.4
1387;20241031015110;READY;Simulated Carrier;LTE;-88.6
1388;20241031015120;READY;Simulated Carrier;LTE;-94.8
1389;20241031015130;READY;Simulated Carrier;LTE;-97.9
1390;20241031015140;READY;Simulated Carrier;LTE;-93.0
1391;20241031015150;READY;Simulated Carrier;LTE;-97.6
1392;20241031015200;READY;Simulated Carrier;LTE;-87.0
1393;20241031015210;READY;Simulated Carrier;LTE;-94.6
1394;20241031015220;READY;Simulated Carrier;LTE;-96.8
1395;20241031015230;READY;Simulated Carrier;LTE;-94.6
1396;20241031015240;READY;Simulated Carrier;LTE;-100.8
1397;20241031015250;READY;Simulated Carrier;LTE;-99.4
1398;20241031015300;READY;Simulated Carrier;LTE;-90.7
1399;20241031015310;READY;Simulated Carrier;LTE;-98.1
1400;20241031015320;READY;Simulated Carrier;LTE;-99.5
1401;20241031015330;READY;Simulated Carrier;LTE;-93.3
1402;20241031015340;READY;Simulated Carrier;LTE;-90.6
1403;20241031015350;READY;Simulated Carrier;LTE;-92.4
1404;20241031015400;READY;Simulated Carrier;LTE;-91.3
1405;20241031015410;READY;Simulated Carrier;LTE;-98.3
1406;20241031015420;READY;Simulated Carrier;LTE;-101.0
1407;20241031015430;READY;Simulated Carrier;LTE;-89.3
1408;20241031015440;READY;Simulated Carrier;LTE;-96.5
1409;20241031015450;READY;Simulated Carrier;LTE;-96.1
1410;20241031015500;READY;Simulated Carrier;LTE;-89.7
1411;20241031015510;READY;Simulated Carrier;LTE;-92.9
1412;20241031015520;READY;Simulated Carrier;LTE;-93.4
1413;20241031015530;READY;Simulated Carrier;LTE;-86.6
1414;20241031015540;READY;Simulated Carrier;LTE;-97.7
1415;20241031015550;READY;Simulated Carrier;LTE;-91.6
1416;20241031015600;READY;Simulated Carrier;LTE;-95.2
1417;20241031015610;READY;Simulated Carrier;LTE;-94.3
1418;20241031015620;READY;Simulated Carrier;LTE;-89.4
1419;20241031015630;READY;Simulated Carrier;LTE;-93.5
1420;20241031015640;READY;Simulated Carrier;LTE;-93.5
1421;20241031015650;READY;Simulated Carrier;LTE;-91.5
1422;20241031015700;READY;Simulated Carrier;LTE;-97.3
1423;20241031015710;READY;Simulated Carrier;LTE;-99.1
1424;20241031015720;READY;Simulated Carrier;LTE;-100.1
1425;20241031015730;READY;Simulated Carrier;LTE;-103.9
1426;20241031015740;READY;Simulated Carrier;LTE;-87.9
1427;20241031015750;READY;Simulated Carrier;LTE;-100.5
